,Time,Low,High,Open,Close,Volume
0,1734363000,105804.49,106351.4,106315.76,106038.59,206.97895688
1,1734362700,106180.44,106513.79,106375.11,106315.76,234.70006025
2,1734362400,106247.52,106542.0,106338.18,106375.12,174.06035149
3,1734362100,105774.31,106338.18,106082.28,106338.18,199.34731525
4,1734361800,105806.75,106209.06,105904.03,106082.09,257.30097323
5,1734361500,105576.32,106050.0,105814.39,105904.02,380.33488082
6,1734361200,105269.52,105870.09,105489.77,105816.49,265.83207379
7,1734360900,105098.66,105882.41,105803.56,105489.76,187.4384884
8,1734360600,105548.7,106019.02,105849.7,105803.55,243.89147452
9,1734360300,105299.02,105924.78,105385.82,105849.71,463.90844568
10,1734360000,105072.81,105396.35,105208.02,105396.04,285.41092819
11,1734359700,104469.15,105247.34,104507.6,105207.64,306.37549905
12,1734359400,104293.29,104624.7,104353.32,104504.18,221.85769294
13,1734359100,104119.95,104370.16,104140.44,104356.82,119.94158287
14,1734358800,104109.47,104229.28,104190.13,104131.61,32.8160398
15,1734358500,104074.6,104244.21,104145.61,104190.2,17.81666863
16,1734358200,104075.26,104200.0,104104.37,104145.62,36.45434777
17,1734357900,103992.35,104176.78,104009.0,104102.24,26.26236206
18,1734357600,103830.01,104033.06,103855.67,104012.34,27.63508294
19,1734357300,103743.74,103909.98,103780.42,103854.16,13.42693143
20,1734357000,103699.23,103854.74,103808.06,103780.43,11.73913074
21,1734356700,103781.32,104000.0,103910.95,103808.07,25.12802398
22,1734356400,103788.57,104033.05,103788.57,103910.95,22.09706693
23,1734356100,103704.54,103956.61,103948.09,103787.36,34.99399959
24,1734355800,103916.65,104050.0,104017.82,103944.0,28.86259862
25,1734355500,103927.46,104099.65,104077.07,104019.16,38.50792334
26,1734355200,103860.8,104087.29,103932.99,104077.07,22.28887263
27,1734354900,103900.0,104016.7,103983.15,103933.0,35.81661694
28,1734354600,103826.29,104022.09,103879.77,103983.15,69.56560263
29,1734354300,103417.0,103921.82,103513.5,103881.3,44.0190143
30,1734354000,103438.64,103692.32,103595.96,103513.5,57.90107412
31,1734353700,103536.73,103633.2,103571.8,103595.97,16.97892903
32,1734353400,103289.21,103656.99,103387.21,103566.13,29.15159123
33,1734353100,103366.58,103606.53,103572.11,103392.19,45.06321952
34,1734352800,103535.38,103735.28,103703.04,103572.23,15.41587161
35,1734352500,103600.0,103850.21,103771.26,103703.04,28.58334092
36,1734352200,103719.42,103930.78,103856.84,103770.44,51.0871437
37,1734351900,103736.69,104066.37,104065.64,103858.04,68.64642078
38,1734351600,103893.39,104111.18,103897.78,104069.81,26.18327322
39,1734351300,103887.44,104111.67,104022.45,103899.13,47.03323744
40,1734351000,103920.22,104063.72,104019.71,104022.46,23.44725279
41,1734350700,103816.06,104025.12,103832.71,104025.12,51.20772837
42,1734350400,103566.63,103861.23,103727.11,103837.76,50.0483707
43,1734350100,103600.0,103836.74,103836.74,103730.27,50.85907158
44,1734349800,103726.33,104084.1,104061.88,103837.38,59.98335836
45,1734349500,103980.45,104143.02,104071.1,104054.72,35.60818744
46,1734349200,104027.67,104239.55,104232.86,104075.36,32.83097204
47,1734348900,104195.86,104379.66,104371.5,104225.13,34.18417637
48,1734348600,104360.43,104493.64,104443.81,104368.36,8.54129832
49,1734348300,104426.4,104592.43,104591.57,104443.8,7.56291997
50,1734348000,104551.37,104611.24,104611.24,104585.31,12.75345157
51,1734347700,104582.28,104698.16,104673.53,104611.24,7.17953981
52,1734347400,104666.25,104814.54,104728.67,104672.79,13.92039663
53,1734347100,104637.01,104762.13,104716.6,104728.67,10.30876298
54,1734346800,104570.02,104731.2,104640.45,104716.61,7.00001077
55,1734346500,104578.97,104662.12,104588.63,104640.44,6.19475228
56,1734346200,104577.72,104681.58,104619.69,104594.66,18.39901377
57,1734345900,104541.11,104622.55,104604.23,104619.69,7.13571848
58,1734345600,104519.23,104658.83,104554.66,104604.23,13.44141613
59,1734345300,104554.65,104632.82,104576.3,104554.66,5.1083953
60,1734345000,104397.74,104635.6,104406.21,104576.3,17.72128713
61,1734344700,104309.3,104483.11,104375.08,104406.21,11.63454192
62,1734344400,104367.49,104545.12,104499.48,104367.49,18.20896195
63,1734344100,104410.92,104495.83,104426.45,104491.88,15.2251102
64,1734343800,104421.99,104540.07,104535.98,104423.56,14.82732732
65,1734343500,104524.14,104640.83,104618.15,104535.99,15.20487193
66,1734343200,104567.81,104701.71,104652.97,104618.14,57.10503703
67,1734342900,104645.93,104805.53,104766.79,104652.97,9.38658558
68,1734342600,104750.0,104849.89,104816.17,104766.79,23.8975607
69,1734342300,104754.6,104849.88,104849.88,104816.18,11.70774807
70,1734342000,104753.92,104856.14,104831.8,104849.89,7.85073558
71,1734341700,104757.7,104888.02,104888.0,104836.89,27.68310175
72,1734341400,104712.23,104915.89,104712.33,104888.0,26.06433381
73,1734341100,104627.22,104734.32,104711.09,104712.23,41.22429631
74,1734340800,104542.51,104717.11,104599.32,104711.08,37.74681542
75,1734340500,104470.92,104645.4,104501.95,104607.24,16.34417267
76,1734340200,104486.0,104657.45,104657.44,104496.64,30.89354024
77,1734339900,104461.58,104736.28,104484.58,104653.66,35.85119885
78,1734339600,104482.28,104616.12,104494.66,104484.58,43.16116747
79,1734339300,104473.14,104557.82,104500.01,104494.64,16.02634108
80,1734339000,104500.0,104620.2,104618.58,104500.01,20.00354021
81,1734338700,104613.19,104703.99,104685.99,104618.59,15.35596841
82,1734338400,104659.57,104767.52,104746.12,104685.99,9.83747713
83,1734338100,104710.0,104824.5,104737.78,104746.12,15.2526314
84,1734337800,104713.92,104797.53,104722.04,104737.13,12.12467498
85,1734337500,104720.61,104979.46,104970.45,104724.31,16.86029708
86,1734337200,104716.85,104976.71,104717.17,104970.45,25.7306358
87,1734336900,104637.11,104789.77,104759.79,104720.48,20.81167143
88,1734336600,104678.89,104854.44,104805.44,104759.78,15.98189663
89,1734336300,104727.3,104876.17,104862.02,104805.43,38.20904909
90,1734336000,104854.28,104996.73,104957.19,104862.02,30.87438802
91,1734335700,104850.51,104998.52,104968.0,104957.19,19.48401791
92,1734335400,104967.93,105120.94,105118.81,104968.0,17.28662062
93,1734335100,105064.9,105165.1,105090.52,105122.8,11.71752305
94,1734334800,105052.12,105135.55,105091.37,105090.53,8.95806693
95,1734334500,105091.37,105176.99,105176.98,105091.38,16.84905317
96,1734334200,105142.03,105192.37,105189.32,105176.98,7.31967589
97,1734333900,105179.63,105282.2,105236.15,105189.33,9.06656374
98,1734333600,105227.59,105379.27,105334.88,105241.35,17.08121548
99,1734333300,105237.31,105350.0,105237.31,105334.89,21.83583904
100,1734333000,105025.07,105268.38,105075.99,105237.32,24.03912405
101,1734332700,105042.45,105130.72,105130.72,105075.99,10.20720577
102,1734332400,105065.71,105177.81,105131.79,105128.29,8.68070504
103,1734332100,105006.89,105131.8,105073.11,105131.8,5.66475151
104,1734331800,104929.0,105083.53,104993.25,105082.31,12.91222595
105,1734331500,104966.94,105181.04,105171.07,104994.8,26.56778215
106,1734331200,105140.84,105227.3,105154.04,105174.02,5.98812633
107,1734330900,105120.26,105332.0,105205.69,105143.93,41.21938571
108,1734330600,105048.75,105243.04,105060.95,105205.69,23.87913735
109,1734330300,105050.5,105162.93,105132.63,105058.81,26.2806144
110,1734330000,105132.62,105205.26,105183.32,105132.62,25.0349623
111,1734329700,105089.14,105207.78,105172.89,105185.55,20.90042636
112,1734329400,105057.26,105175.11,105119.99,105175.11,25.20961871
113,1734329100,104961.17,105122.53,105034.84,105120.0,12.37985579
114,1734328800,104920.0,105050.0,105001.7,105034.84,21.60064155
115,1734328500,104919.85,105025.68,104994.52,104996.09,11.80104787
116,1734328200,104988.3,105053.82,105004.55,104994.53,17.03339229
117,1734327900,104926.52,105013.11,104962.65,105004.54,8.24909418
118,1734327600,104912.28,105031.68,104944.37,104962.65,39.07157371
119,1734327300,104807.07,104957.74,104870.52,104945.26,22.31820472
120,1734327000,104746.2,104870.53,104778.53,104870.51,15.06789351
121,1734326700,104708.68,104803.96,104797.34,104778.53,15.91657363
122,1734326400,104712.89,104812.84,104725.0,104797.34,28.24933104
123,1734326100,104645.31,104800.0,104660.76,104725.0,30.63288479
124,1734325800,104599.22,104755.04,104710.33,104663.56,9.02617105
125,1734325500,104447.57,104719.34,104545.16,104709.99,18.26418664
126,1734325200,104528.16,104676.12,104645.82,104545.16,14.38528714
127,1734324900,104603.27,104700.0,104638.91,104645.83,14.82893253
128,1734324600,104431.26,104680.29,104576.44,104638.91,24.50533796
129,1734324300,104493.33,104591.94,104536.01,104578.77,10.76370206
130,1734324000,104479.54,104670.0,104670.0,104536.01,32.45470329
131,1734323700,104611.14,104767.44,104730.94,104670.0,21.8841743
132,1734323400,104577.42,104772.71,104596.03,104726.75,34.42778507
133,1734323100,104534.98,104707.51,104691.11,104596.02,18.2515358
134,1734322800,104533.3,104697.19,104643.72,104691.11,28.18062693
135,1734322500,104591.08,104722.11,104632.61,104643.72,22.92397876
136,1734322200,104603.29,104645.09,104613.97,104632.86,16.5355468
137,1734321900,104491.94,104653.49,104542.69,104613.97,29.76448866
138,1734321600,104428.02,104575.04,104551.59,104542.69,27.76262157
139,1734321300,104338.05,104620.99,104393.63,104553.11,34.85186553
140,1734321000,104227.01,104465.11,104447.43,104392.63,57.65766694
141,1734320700,104325.01,104712.39,104653.66,104447.43,67.08959205
142,1734320400,104604.77,104737.6,104732.04,104652.41,19.31935395
143,1734320100,104727.97,104881.11,104852.34,104734.78,20.33121036
144,1734319800,104832.9,104959.11,104881.38,104861.73,22.48936092
145,1734319500,104679.25,104887.13,104679.25,104881.38,21.76066721
146,1734319200,104602.26,104819.99,104819.99,104679.25,35.14053009
147,1734318900,104799.55,104959.99,104888.28,104819.99,38.06205046
148,1734318600,104512.28,104957.65,104658.8,104888.28,68.593668
149,1734318300,104644.45,104804.63,104738.35,104651.98,15.94589781
150,1734318000,104459.95,104752.36,104543.62,104745.96,23.21655303
151,1734317700,104473.52,104669.45,104628.56,104546.33,23.82439649
152,1734317400,104407.48,104631.88,104458.42,104628.56,21.13877728
153,1734317100,104445.83,104664.47,104530.56,104458.42,43.57849605
154,1734316800,104515.68,104731.22,104639.23,104530.56,35.61653703
155,1734316500,104609.92,104806.88,104746.17,104643.17,37.04783589
156,1734316200,104474.16,104769.1,104566.52,104745.81,39.43164949
157,1734315900,104469.53,104734.06,104568.2,104566.51,35.74054339
158,1734315600,104525.0,105049.27,104867.79,104568.21,76.74961222
159,1734315300,104855.48,105086.61,105066.57,104867.8,50.39732092
160,1734315000,105042.85,105268.9,105237.88,105064.84,43.2360983
161,1734314700,105114.12,105617.04,105528.63,105237.89,81.32439594
162,1734314400,105367.96,105578.31,105493.02,105529.06,75.41223733
163,1734314100,105398.7,105505.0,105414.5,105493.03,22.70615851
164,1734313800,105309.76,105432.59,105334.64,105414.5,34.24091808
165,1734313500,105111.24,105344.58,105135.93,105334.64,31.62810802
166,1734313200,105133.48,105362.37,105297.99,105135.93,29.98664413
167,1734312900,105118.3,105332.77,105276.59,105299.25,58.07811919
168,1734312600,105042.83,105298.19,105048.89,105277.95,84.73859777
169,1734312300,104911.74,105106.14,105049.38,105048.88,63.64281973
170,1734312000,105049.01,105514.19,105410.0,105058.59,107.02948902
171,1734311700,105130.42,105425.1,105184.03,105402.11,47.65572386
172,1734311400,104965.83,105250.0,105146.38,105184.02,57.18084648
173,1734311100,105141.67,105423.89,105237.21,105146.46,49.48507767
